File,Number of Changes
ShareX.HelpersLib/UITypeEditors/MyColorConverter.cs,15
ShareX.HelpersLib/UITypeEditors/MyColorEditor.cs,16
ShareX.HelpersLib/UITypeEditors/NameParserEditor.cs,18
ShareX.HelpersLib/UITypeEditors/StringCollectionToStringTypeConverter.cs,12
ShareX.HelpersLib/UITypeEditors/WavFileNameEditor.cs,12
ShareX.HelpersLib/UnsafeBitmap.cs,18
ShareX.HelpersLib/UpdateChecker/AppVeyor.cs,13
ShareX.HelpersLib/UpdateChecker/AppVeyorUpdateChecker.cs,18
ShareX.HelpersLib/UpdateChecker/DownloaderForm.cs,52
ShareX.HelpersLib/UpdateChecker/FFmpegUpdateChecker.cs,10
ShareX.HelpersLib/UpdateChecker/GitHubUpdateChecker.cs,37
ShareX.HelpersLib/UpdateChecker/GitHubUpdateManager.cs,18
ShareX.HelpersLib/UpdateChecker/UpdateChecker.cs,32
ShareX.HelpersLib/UpdateChecker/UpdateCheckerLabel.cs,27
ShareX.HelpersLib/UpdateChecker/UpdateMessageBox.cs,36
ShareX.HelpersLib/UpdateChecker/XMLUpdateChecker.cs,20
ShareX.HelpersLib/Vector2.cs,18
ShareX.HelpersLib/WindowState.cs,19
ShareX.HelpersLib/XmlColor.cs,16
ShareX.HelpersLib/XmlFont.cs,15
ShareX.HelpersLib/Zip/ZipEntryInfo.cs,6
ShareX.HelpersLib/Zip/ZipManager.cs,10
ShareX.HistoryLib/Forms/HistoryForm.cs,78
ShareX.HistoryLib/Forms/HistoryItemInfoForm.cs,15
ShareX.HistoryLib/Forms/HistorySettingsForm.cs,9
ShareX.HistoryLib/Forms/ImageHistoryForm.cs,49
ShareX.HistoryLib/Forms/ImageHistorySettingsForm.cs,17
ShareX.HistoryLib/HistoryFilter.cs,8
ShareX.HistoryLib/HistoryImageListViewRenderer.cs,6
ShareX.HistoryLib/HistoryItem.cs,20
ShareX.HistoryLib/HistoryItemManager.cs,35
ShareX.HistoryLib/HistoryItemManager_ContextMenu.cs,30
ShareX.HistoryLib/HistoryManager.cs,32
ShareX.HistoryLib/HistoryManagerJSON.cs,12
ShareX.HistoryLib/HistoryManagerMock.cs,7
ShareX.HistoryLib/HistoryManagerXML.cs,14
ShareX.HistoryLib/HistorySettings.cs,13
ShareX.HistoryLib/ImageHistorySettings.cs,14
ShareX.ImageEffectsLib/Adjustments/Alpha.cs,17
ShareX.ImageEffectsLib/Adjustments/BlackWhite.cs,16
ShareX.ImageEffectsLib/Adjustments/Brightness.cs,17
ShareX.ImageEffectsLib/Adjustments/Colorize.cs,17
ShareX.ImageEffectsLib/Adjustments/Contrast.cs,17
ShareX.ImageEffectsLib/Adjustments/Gamma.cs,17
ShareX.ImageEffectsLib/Adjustments/Grayscale.cs,17
ShareX.ImageEffectsLib/Adjustments/Hue.cs,17
ShareX.ImageEffectsLib/Adjustments/Inverse.cs,16
ShareX.ImageEffectsLib/Adjustments/MatrixColor.cs,16
ShareX.ImageEffectsLib/Adjustments/Polaroid.cs,16
ShareX.ImageEffectsLib/Adjustments/ReplaceColor.cs,6
ShareX.ImageEffectsLib/Adjustments/Saturation.cs,17
ShareX.ImageEffectsLib/Adjustments/SelectiveColor.cs,13
ShareX.ImageEffectsLib/Adjustments/Sepia.cs,17
ShareX.ImageEffectsLib/Drawings/DrawBackground.cs,20
ShareX.ImageEffectsLib/Drawings/DrawBackgroundImage.cs,6
ShareX.ImageEffectsLib/Drawings/DrawBorder.cs,22
ShareX.ImageEffectsLib/Drawings/DrawCheckerboard.cs,19
ShareX.ImageEffectsLib/Drawings/DrawImage.cs,47
ShareX.ImageEffectsLib/Drawings/DrawParticles.cs,19
ShareX.ImageEffectsLib/Drawings/DrawText.cs,37
ShareX.ImageEffectsLib/Drawings/DrawTextEx.cs,20
ShareX.ImageEffectsLib/Enums.cs,23
ShareX.ImageEffectsLib/Filters/Blur.cs,23
ShareX.ImageEffectsLib/Filters/ColorDepth.cs,8
ShareX.ImageEffectsLib/Filters/EdgeDetect.cs,16
ShareX.ImageEffectsLib/Filters/Emboss.cs,16
ShareX.ImageEffectsLib/Filters/GaussianBlur.cs,24
ShareX.ImageEffectsLib/Filters/Glow.cs,7
ShareX.ImageEffectsLib/Filters/MatrixConvolution.cs,18
ShareX.ImageEffectsLib/Filters/MeanRemoval.cs,16
ShareX.ImageEffectsLib/Filters/Outline.cs,19
ShareX.ImageEffectsLib/Filters/Pixelate.cs,21
ShareX.ImageEffectsLib/Filters/RGBSplit.cs,10
ShareX.ImageEffectsLib/Filters/Reflection.cs,18
ShareX.ImageEffectsLib/Filters/Shadow.cs,20
ShareX.ImageEffectsLib/Filters/Sharpen.cs,16
ShareX.ImageEffectsLib/Filters/Slice.cs,10
ShareX.ImageEffectsLib/Filters/Smooth.cs,16
ShareX.ImageEffectsLib/Filters/TornEdge.cs,23
ShareX.ImageEffectsLib/Filters/WaveEdge.cs,10
ShareX.ImageEffectsLib/Forms/ImageEffectPackagerForm.cs,10
