Kind,Name,AvgCyclomatic,CountLine,CountLineCode,CountLineComment,RatioCommentToCode,SumCyclomatic,PercentLackOfCohesion,MaxInheritanceTree,MaxNesting,MaxCyclomatic,Cyclomatic
Public Method,"org.apache.maven.it.MavenITmng3023ReactorDependencyResolutionTest.testitMNG3023C",,44,24,14,0.58,1,,,0,,1
Public Class,"org.apache.maven.it.MavenITmng3038TransitiveDepManVersionTest",1,44,33,6,0.18,3,0,2,0,1,
Public Constructor,"org.apache.maven.it.MavenITmng3038TransitiveDepManVersionTest.MavenITmng3038TransitiveDepManVersionTest",,3,3,0,0.00,1,,,0,,1
Private Method,"org.apache.maven.it.MavenITmng3038TransitiveDepManVersionTest.compileDDep",,10,10,0,0.00,1,,,0,,1
Public Method,"org.apache.maven.it.MavenITmng3038TransitiveDepManVersionTest.testitMNG3038",,20,17,0,0.00,1,,,0,,1
Public Class,"org.apache.maven.it.MavenITmng3043BestEffortReactorResolutionTest",1,213,160,26,0.16,10,0,2,1,2,
Public Constructor,"org.apache.maven.it.MavenITmng3043BestEffortReactorResolutionTest.MavenITmng3043BestEffortReactorResolutionTest",,3,3,0,0.00,1,,,0,,1
Private Method,"org.apache.maven.it.MavenITmng3043BestEffortReactorResolutionTest.assertContains",,5,5,0,0.00,2,,,1,,2
Private Method,"org.apache.maven.it.MavenITmng3043BestEffortReactorResolutionTest.assertContains",,3,3,0,0.00,1,,,0,,1
Private Method,"org.apache.maven.it.MavenITmng3043BestEffortReactorResolutionTest.assertNotContains",,5,5,0,0.00,2,,,1,,2
Private Method,"org.apache.maven.it.MavenITmng3043BestEffortReactorResolutionTest.assertNotContains",,3,3,0,0.00,1,,,0,,1
Public Method,"org.apache.maven.it.MavenITmng3043BestEffortReactorResolutionTest.testitPackagePhase",,57,44,7,0.16,1,,,0,,1
Public Method,"org.apache.maven.it.MavenITmng3043BestEffortReactorResolutionTest.testitPackagePhasesSlitted",,66,51,7,0.14,1,,,0,,1
Public Method,"org.apache.maven.it.MavenITmng3043BestEffortReactorResolutionTest.testitTestPhase",,56,44,7,0.16,1,,,0,,1
Public Class,"org.apache.maven.it.MavenITmng3052DepRepoAggregationTest",1,42,24,15,0.63,2,0,2,0,1,
Public Constructor,"org.apache.maven.it.MavenITmng3052DepRepoAggregationTest.MavenITmng3052DepRepoAggregationTest",,3,3,1,0.33,1,,,0,,1
Public Method,"org.apache.maven.it.MavenITmng3052DepRepoAggregationTest.testitMNG3052",,21,19,0,0.00,1,,,0,,1
Public Class,"org.apache.maven.it.MavenITmng3092SnapshotsExcludedFromVersionRangeTest",1,39,24,11,0.46,2,0,2,0,1,
Public Constructor,"org.apache.maven.it.MavenITmng3092SnapshotsExcludedFromVersionRangeTest.MavenITmng3092SnapshotsExcludedFromVersionRangeTest",,3,3,0,0.00,1,,,0,,1
Public Method,"org.apache.maven.it.MavenITmng3092SnapshotsExcludedFromVersionRangeTest.testit",,26,18,6,0.33,1,,,0,,1
Public Class,"org.apache.maven.it.MavenITmng3099SettingsProfilesWithNoPomTest",1,37,21,13,0.62,2,0,2,0,1,
Public Constructor,"org.apache.maven.it.MavenITmng3099SettingsProfilesWithNoPomTest.MavenITmng3099SettingsProfilesWithNoPomTest",,3,3,1,0.33,1,,,0,,1
Public Method,"org.apache.maven.it.MavenITmng3099SettingsProfilesWithNoPomTest.testit",,25,16,7,0.44,1,,,0,,1
Public Class,"org.apache.maven.it.MavenITmng3118TestClassPathOrderTest",1,31,17,10,0.59,2,0,2,0,1,
Public Constructor,"org.apache.maven.it.MavenITmng3118TestClassPathOrderTest.MavenITmng3118TestClassPathOrderTest",,3,3,0,0.00,1,,,0,,1
Public Method,"org.apache.maven.it.MavenITmng3118TestClassPathOrderTest.testit",,19,12,5,0.42,1,,,0,,1
Public Class,"org.apache.maven.it.MavenITmng3122ActiveProfilesNoDuplicatesTest",2,42,26,12,0.46,4,0,2,2,3,
Public Constructor,"org.apache.maven.it.MavenITmng3122ActiveProfilesNoDuplicatesTest.MavenITmng3122ActiveProfilesNoDuplicatesTest",,3,3,0,0.00,1,,,0,,1
Public Method,"org.apache.maven.it.MavenITmng3122ActiveProfilesNoDuplicatesTest.testitMNG3122",,29,21,6,0.29,3,,,2,,3
Public Class,"org.apache.maven.it.MavenITmng3133UrlNormalizationNotBeforeInterpolationTest",1,54,36,22,0.61,2,0,2,0,1,
Public Constructor,"org.apache.maven.it.MavenITmng3133UrlNormalizationNotBeforeInterpolationTest.MavenITmng3133UrlNormalizationNotBeforeInterpolationTest",,3,3,0,0.00,1,,,0,,1
Public Method,"org.apache.maven.it.MavenITmng3133UrlNormalizationNotBeforeInterpolationTest.testit",,42,31,17,0.55,1,,,0,,1
Public Class,"org.apache.maven.it.MavenITmng3139UseCachedMetadataOfBlacklistedRepoTest",1,53,32,14,0.44,2,0,2,0,1,
Public Constructor,"org.apache.maven.it.MavenITmng3139UseCachedMetadataOfBlacklistedRepoTest.MavenITmng3139UseCachedMetadataOfBlacklistedRepoTest",,3,3,0,0.00,1,,,0,,1
Public Method,"org.apache.maven.it.MavenITmng3139UseCachedMetadataOfBlacklistedRepoTest.testitMNG3139",,40,27,8,0.30,1,,,0,,1
Public Class,"org.apache.maven.it.MavenITmng3183LoggingToFileTest",2,49,31,10,0.32,4,0,2,2,3,
Public Constructor,"org.apache.maven.it.MavenITmng3183LoggingToFileTest.MavenITmng3183LoggingToFileTest",,3,3,0,0.00,1,,,0,,1
Public Method,"org.apache.maven.it.MavenITmng3183LoggingToFileTest.testit",,35,24,5,0.21,3,,,2,,3
Public Class,"org.apache.maven.it.MavenITmng3203DefaultLifecycleExecIdTest",1,28,13,11,0.85,2,0,2,0,1,
Public Constructor,"org.apache.maven.it.MavenITmng3203DefaultLifecycleExecIdTest.MavenITmng3203DefaultLifecycleExecIdTest",,3,3,0,0.00,1,,,0,,1
Public Method,"org.apache.maven.it.MavenITmng3203DefaultLifecycleExecIdTest.testitMNG3203",,12,8,2,0.25,1,,,0,,1
Public Class,"org.apache.maven.it.MavenITmng3208ProfileAwareReactorSortingTest",1,32,18,10,0.56,2,0,2,0,1,
Public Constructor,"org.apache.maven.it.MavenITmng3208ProfileAwareReactorSortingTest.MavenITmng3208ProfileAwareReactorSortingTest",,3,3,0,0.00,1,,,0,,1
Public Method,"org.apache.maven.it.MavenITmng3208ProfileAwareReactorSortingTest.testit",,20,13,5,0.38,1,,,0,,1
Public Class,"org.apache.maven.it.MavenITmng3217InterPluginDependencyTest",1,38,22,12,0.55,2,0,2,0,1,
Public Constructor,"org.apache.maven.it.MavenITmng3217InterPluginDependencyTest.MavenITmng3217InterPluginDependencyTest",,3,3,0,0.00,1,,,0,,1
Public Method,"org.apache.maven.it.MavenITmng3217InterPluginDependencyTest.testitMNG3217",,25,17,6,0.35,1,,,0,,1
Public Class,"org.apache.maven.it.MavenITmng3220ImportScopeTest",2,65,49,6,0.12,6,0,2,2,4,
Public Constructor,"org.apache.maven.it.MavenITmng3220ImportScopeTest.MavenITmng3220ImportScopeTest",,3,3,0,0.00,1,,,0,,1
Public Method,"org.apache.maven.it.MavenITmng3220ImportScopeTest.testitMNG3220a",,17,15,0,0.00,1,,,0,,1
Public Method,"org.apache.maven.it.MavenITmng3220ImportScopeTest.testitMNG3220b",,36,29,1,0.03,4,,,2,,4
Public Class,"org.apache.maven.it.MavenITmng3259DepsDroppedInMultiModuleBuildTest",1,36,18,9,0.50,2,0,2,0,1,
Public Constructor,"org.apache.maven.it.MavenITmng3259DepsDroppedInMultiModuleBuildTest.MavenITmng3259DepsDroppedInMultiModuleBuildTest",,3,3,0,0.00,1,,,0,,1
Public Method,"org.apache.maven.it.MavenITmng3259DepsDroppedInMultiModuleBuildTest.testitMNG3259",,20,13,0,0.00,1,,,0,,1
Public Class,"org.apache.maven.it.MavenITmng3268MultipleHyphenPCommandLineTest",1,33,22,5,0.23,2,0,2,0,1,
Public Constructor,"org.apache.maven.it.MavenITmng3268MultipleHyphenPCommandLineTest.MavenITmng3268MultipleHyphenPCommandLineTest",,3,3,0,0.00,1,,,0,,1
Public Method,"org.apache.maven.it.MavenITmng3268MultipleHyphenPCommandLineTest.testMultipleProfileParams",,21,17,0,0.00,1,,,0,,1
Public Class,"org.apache.maven.it.MavenITmng3284UsingCachedPluginsTest",1,55,31,19,0.61,2,0,2,0,1,
Public Constructor,"org.apache.maven.it.MavenITmng3284UsingCachedPluginsTest.MavenITmng3284UsingCachedPluginsTest",,3,3,0,0.00,1,,,0,,1
Public Method,"org.apache.maven.it.MavenITmng3284UsingCachedPluginsTest.testitMNG3284",,44,26,15,0.58,1,,,0,,1
Public Class,"org.apache.maven.it.MavenITmng3288SystemScopeDirTest",1,28,16,10,0.63,2,0,2,0,1,
Public Constructor,"org.apache.maven.it.MavenITmng3288SystemScopeDirTest.MavenITmng3288SystemScopeDirTest",,3,3,0,0.00,1,,,0,,1
Public Method,"org.apache.maven.it.MavenITmng3288SystemScopeDirTest.testitMNG3288",,17,11,5,0.45,1,,,0,,1
Public Class,"org.apache.maven.it.MavenITmng3297DependenciesNotLeakedToMojoTest",1,35,19,11,0.58,2,0,2,0,1,
Public Constructor,"org.apache.maven.it.MavenITmng3297DependenciesNotLeakedToMojoTest.MavenITmng3297DependenciesNotLeakedToMojoTest",,3,3,0,0.00,1,,,0,,1
Public Method,"org.apache.maven.it.MavenITmng3297DependenciesNotLeakedToMojoTest.testit",,23,14,6,0.43,1,,,0,,1
Public Class,"org.apache.maven.it.MavenITmng3314OfflineSnapshotsTest",1,47,28,16,0.57,2,0,2,0,1,
Public Constructor,"org.apache.maven.it.MavenITmng3314OfflineSnapshotsTest.MavenITmng3314OfflineSnapshotsTest",,3,3,1,0.33,1,,,0,,1
Public Method,"org.apache.maven.it.MavenITmng3314OfflineSnapshotsTest.testitMNG3314",,32,23,7,0.30,1,,,0,,1
Public Class,"org.apache.maven.it.MavenITmng3331ModulePathNormalizationTest",1,59,23,26,1.13,3,0,2,0,1,
Public Constructor,"org.apache.maven.it.MavenITmng3331ModulePathNormalizationTest.MavenITmng3331ModulePathNormalizationTest",,3,3,0,0.00,1,,,0,,1
Public Method,"org.apache.maven.it.MavenITmng3331ModulePathNormalizationTest.testitMNG3331a",,23,9,10,1.11,1,,,0,,1
Public Method,"org.apache.maven.it.MavenITmng3331ModulePathNormalizationTest.testitMNG3331b",,23,9,10,1.11,1,,,0,,1
Public Class,"org.apache.maven.it.MavenITmng3355TranslatedPathInterpolationTest",1,25,15,6,0.40,2,0,2,0,1,
Public Constructor,"org.apache.maven.it.MavenITmng3355TranslatedPathInterpolationTest.MavenITmng3355TranslatedPathInterpolationTest",,3,3,1,0.33,1,,,0,,1
Public Method,"org.apache.maven.it.MavenITmng3355TranslatedPathInterpolationTest.testitMNG3355",,14,10,0,0.00,1,,,0,,1
Public Class,"org.apache.maven.it.MavenITmng3372DirectInvocationOfPluginsTest",1,56,32,9,0.28,3,0,2,0,1,
Public Constructor,"org.apache.maven.it.MavenITmng3372DirectInvocationOfPluginsTest.MavenITmng3372DirectInvocationOfPluginsTest",,3,3,0,0.00,1,,,0,,1
Public Method,"org.apache.maven.it.MavenITmng3372DirectInvocationOfPluginsTest.testDependencyTreeInvocation",,15,9,2,0.22,1,,,0,,1
Public Method,"org.apache.maven.it.MavenITmng3372DirectInvocationOfPluginsTest.testitMNG3372",,28,18,2,0.11,1,,,0,,1
Public Class,"org.apache.maven.it.MavenITmng3379ParallelArtifactDownloadsTest",1,101,79,12,0.15,5,0,2,0,1,
Public Constructor,"org.apache.maven.it.MavenITmng3379ParallelArtifactDownloadsTest.MavenITmng3379ParallelArtifactDownloadsTest",,3,3,0,0.00,1,,,0,,1
Private Method,"org.apache.maven.it.MavenITmng3379ParallelArtifactDownloadsTest.assertArtifact",,7,7,0,0.00,1,,,0,,1
Private Method,"org.apache.maven.it.MavenITmng3379ParallelArtifactDownloadsTest.assertMetadata",,5,5,0,0.00,1,,,0,,1
Private Method,"org.apache.maven.it.MavenITmng3379ParallelArtifactDownloadsTest.assertMetadata",,5,5,0,0.00,1,,,0,,1
Public Method,"org.apache.maven.it.MavenITmng3379ParallelArtifactDownloadsTest.testitMNG3379",,68,57,6,0.11,1,,,0,,1
Public Class,"org.apache.maven.it.MavenITmng3380ManagedRelocatedTransdepsTest",1,53,31,17,0.55,2,0,2,0,1,
Public Constructor,"org.apache.maven.it.MavenITmng3380ManagedRelocatedTransdepsTest.MavenITmng3380ManagedRelocatedTransdepsTest",,3,3,0,0.00,1,,,0,,1
Public Method,"org.apache.maven.it.MavenITmng3380ManagedRelocatedTransdepsTest.testitMNG3380",,34,26,5,0.19,1,,,0,,1
Public Class,"org.apache.maven.it.MavenITmng3394POMPluginVersionDominanceTest",1,47,28,11,0.39,3,0,2,0,1,
Public Constructor,"org.apache.maven.it.MavenITmng3394POMPluginVersionDominanceTest.MavenITmng3394POMPluginVersionDominanceTest",,3,3,1,0.33,1,,,0,,1
Public Method,"org.apache.maven.it.MavenITmng3394POMPluginVersionDominanceTest.testitMNG3394a",,14,11,1,0.09,1,,,0,,1
Public Method,"org.apache.maven.it.MavenITmng3394POMPluginVersionDominanceTest.testitMNG3394b",,15,11,1,0.09,1,,,0,,1
Public Class,"org.apache.maven.it.MavenITmng3396DependencyManagementForOverConstrainedRangesTest",1,49,37,6,0.16,2,0,2,0,1,
Public Constructor,"org.apache.maven.it.MavenITmng3396DependencyManagementForOverConstrainedRangesTest.MavenITmng3396DependencyManagementForOverConstrainedRangesTest",,3,3,1,0.33,1,,,0,,1
Public Method,"org.apache.maven.it.MavenITmng3396DependencyManagementForOverConstrainedRangesTest.testitMNG3396",,36,31,0,0.00,1,,,0,,1
Public Class,"org.apache.maven.it.MavenITmng3401CLIDefaultExecIdTest",1,57,30,18,0.60,4,0,2,0,1,
Public Constructor,"org.apache.maven.it.MavenITmng3401CLIDefaultExecIdTest.MavenITmng3401CLIDefaultExecIdTest",,3,3,0,0.00,1,,,0,,1
Private Method,"org.apache.maven.it.MavenITmng3401CLIDefaultExecIdTest.testit",,22,17,0,0.00,1,,,0,,1
Public Method,"org.apache.maven.it.MavenITmng3401CLIDefaultExecIdTest.testitWithPluginManagement",,10,4,6,1.50,1,,,0,,1
Public Method,"org.apache.maven.it.MavenITmng3401CLIDefaultExecIdTest.testitWithoutPluginManagement",,10,4,6,1.50,1,,,0,,1
Public Class,"org.apache.maven.it.MavenITmng3415JunkRepositoryMetadataTest",1,253,139,62,0.45,11,0,2,2,2,
Public Constructor,"org.apache.maven.it.MavenITmng3415JunkRepositoryMetadataTest.MavenITmng3415JunkRepositoryMetadataTest",,6,3,4,1.33,1,,,0,,1
Private Method,"org.apache.maven.it.MavenITmng3415JunkRepositoryMetadataTest.assertMetadataMissing",,7,6,0,0.00,1,,,0,,1
Private Method,"org.apache.maven.it.MavenITmng3415JunkRepositoryMetadataTest.getMetadataFile",,8,7,0,0.00,1,,,0,,1
Private Method,"org.apache.maven.it.MavenITmng3415JunkRepositoryMetadataTest.getMethodName",,3,3,0,0.00,1,,,0,,1
Private Method,"org.apache.maven.it.MavenITmng3415JunkRepositoryMetadataTest.getUpdateCheckFile",,19,12,5,0.42,2,,,1,,2
Private Method,"org.apache.maven.it.MavenITmng3415JunkRepositoryMetadataTest.setupDummyDependency",,17,13,0,0.00,2,,,1,,2
Public Method,"org.apache.maven.it.MavenITmng3415JunkRepositoryMetadataTest.testShouldNotRepeatedlyUpdateOnResourceNotFoundException",,113,64,25,0.39,2,,,2,,2
Anonymous Class,"org.apache.maven.it.MavenITmng3415JunkRepositoryMetadataTest.testShouldNotRepeatedlyUpdateOnResourceNotFoundException.(Anon_1)",1,12,9,0,0.00,1,0,2,0,1,
Public Method,"org.apache.maven.it.MavenITmng3415JunkRepositoryMetadataTest.testShouldNotRepeatedlyUpdateOnResourceNotFoundException.(Anon_1).handle",,11,8,0,0.00,1,,,0,,1
Public Method,"org.apache.maven.it.MavenITmng3415JunkRepositoryMetadataTest.testitTransferFailed",,66,28,25,0.89,1,,,0,,1
Public Class,"org.apache.maven.it.MavenITmng3422ActiveComponentCollectionTest",1,33,18,11,0.61,2,0,2,0,1,
Public Constructor,"org.apache.maven.it.MavenITmng3422ActiveComponentCollectionTest.MavenITmng3422ActiveComponentCollectionTest",,3,3,0,0.00,1,,,0,,1
Public Method,"org.apache.maven.it.MavenITmng3422ActiveComponentCollectionTest.testitMNG3422",,20,13,5,0.38,1,,,0,,1
Public Class,"org.apache.maven.it.MavenITmng3441MetadataUpdatedFromDeploymentRepositoryTest",1,50,36,5,0.14,3,0,2,1,1,
Public Constructor,"org.apache.maven.it.MavenITmng3441MetadataUpdatedFromDeploymentRepositoryTest.MavenITmng3441MetadataUpdatedFromDeploymentRepositoryTest",,3,3,0,0.00,1,,,0,,1
Private Method,"org.apache.maven.it.MavenITmng3441MetadataUpdatedFromDeploymentRepositoryTest.readDom",,5,5,0,0.00,1,,,1,,1
Public Method,"org.apache.maven.it.MavenITmng3441MetadataUpdatedFromDeploymentRepositoryTest.testitMNG3441",,33,26,0,0.00,1,,,0,,1
Public Class,"org.apache.maven.it.MavenITmng3461MirrorMatchingTest",1,128,87,24,0.28,5,0,2,2,2,
Public Constructor,"org.apache.maven.it.MavenITmng3461MirrorMatchingTest.MavenITmng3461MirrorMatchingTest",,3,3,0,0.00,1,,,0,,1
Public Method,"org.apache.maven.it.MavenITmng3461MirrorMatchingTest.testitExactMatchDominatesWildcard",,22,14,6,0.43,1,,,0,,1
Public Method,"org.apache.maven.it.MavenITmng3461MirrorMatchingTest.testitExternalWildcard",,69,54,6,0.11,2,,,2,,2
Anonymous Class,"org.apache.maven.it.MavenITmng3461MirrorMatchingTest.testitExternalWildcard.(Anon_1)",3,24,22,0,0.00,3,0,2,1,3,
Public Method,"org.apache.maven.it.MavenITmng3461MirrorMatchingTest.testitExternalWildcard.(Anon_1).handle",,23,21,0,0.00,3,,,1,,3
Public Method,"org.apache.maven.it.MavenITmng3461MirrorMatchingTest.testitNonGreedyWildcard",,22,14,6,0.43,1,,,0,,1
Public Class,"org.apache.maven.it.MavenITmng3470StrictChecksumVerificationOfDependencyPomTest",2,49,32,13,0.41,4,0,2,1,3,
Public Constructor,"org.apache.maven.it.MavenITmng3470StrictChecksumVerificationOfDependencyPomTest.MavenITmng3470StrictChecksumVerificationOfDependencyPomTest",,3,3,0,0.00,1,,,0,,1
Public Method,"org.apache.maven.it.MavenITmng3470StrictChecksumVerificationOfDependencyPomTest.testit",,37,27,8,0.30,3,,,1,,3
Public Class,"org.apache.maven.it.MavenITmng3475BaseAlignedDirTest",1,59,30,16,0.53,4,0,2,1,2,
Public Constructor,"org.apache.maven.it.MavenITmng3475BaseAlignedDirTest.MavenITmng3475BaseAlignedDirTest",,3,3,0,0.00,1,,,0,,1
Private Method,"org.apache.maven.it.MavenITmng3475BaseAlignedDirTest.assertPathEquals",,5,5,0,0.00,1,,,0,,1
Public Method,"org.apache.maven.it.MavenITmng3475BaseAlignedDirTest.testitMNG3475",,39,20,9,0.45,2,,,1,,2
Class,"org.apache.maven.it.MavenITmng3477DependencyResolutionErrorMessageTest",2,125,98,19,0.19,12,0,2,4,5,
Constructor,"org.apache.maven.it.MavenITmng3477DependencyResolutionErrorMessageTest.MavenITmng3477DependencyResolutionErrorMessageTest",,3,3,0,0.00,1,,,0,,1
Method,"org.apache.maven.it.MavenITmng3477DependencyResolutionErrorMessageTest.connectionProblems",,9,4,5,1.25,1,,,0,,1
Method,"org.apache.maven.it.MavenITmng3477DependencyResolutionErrorMessageTest.connectionProblemsPlugin",,11,11,1,0.09,1,,,0,,1
Method,"org.apache.maven.it.MavenITmng3477DependencyResolutionErrorMessageTest.notFoundProblems",,26,24,2,0.08,2,,,2,,2
Method,"org.apache.maven.it.MavenITmng3477DependencyResolutionErrorMessageTest.notFoundProblemsPlugin",,26,24,2,0.08,2,,,2,,2
Method,"org.apache.maven.it.MavenITmng3477DependencyResolutionErrorMessageTest.testit",,38,30,5,0.17,5,,,4,,5
Public Class,"org.apache.maven.it.MavenITmng3482DependencyPomInterpolationTest",1,31,21,6,0.29,2,0,2,0,1,
Public Constructor,"org.apache.maven.it.MavenITmng3482DependencyPomInterpolationTest.MavenITmng3482DependencyPomInterpolationTest",,3,3,0,0.00,1,,,0,,1
Public Method,"org.apache.maven.it.MavenITmng3482DependencyPomInterpolationTest.testitMNG3482",,18,16,0,0.00,1,,,0,,1
Public Class,"org.apache.maven.it.MavenITmng3485OverrideWagonExtensionTest",1,25,15,5,0.33,2,0,2,0,1,
Public Constructor,"org.apache.maven.it.MavenITmng3485OverrideWagonExtensionTest.MavenITmng3485OverrideWagonExtensionTest",,3,3,0,0.00,1,,,0,,1
Public Method,"org.apache.maven.it.MavenITmng3485OverrideWagonExtensionTest.testitMNG3485",,14,10,0,0.00,1,,,0,,1
Public Class,"org.apache.maven.it.MavenITmng3498ForkToOtherMojoTest",1,39,20,11,0.55,2,0,2,0,1,
Public Constructor,"org.apache.maven.it.MavenITmng3498ForkToOtherMojoTest.MavenITmng3498ForkToOtherMojoTest",,3,3,0,0.00,1,,,0,,1
Public Method,"org.apache.maven.it.MavenITmng3498ForkToOtherMojoTest.testitMNG3498",,24,15,2,0.13,1,,,0,,1
Public Class,"org.apache.maven.it.MavenITmng3503Xpp3ShadingTest",1,39,24,6,0.25,3,0,2,0,1,
Public Constructor,"org.apache.maven.it.MavenITmng3503Xpp3ShadingTest.MavenITmng3503Xpp3ShadingTest",,3,3,1,0.33,1,,,0,,1
Public Method,"org.apache.maven.it.MavenITmng3503Xpp3ShadingTest.testitMNG3503NoLinkageErrors",,15,10,0,0.00,1,,,0,,1
Public Method,"org.apache.maven.it.MavenITmng3503Xpp3ShadingTest.testitMNG3503Xpp3Shading",,12,9,0,0.00,1,,,0,,1
Public Class,"org.apache.maven.it.MavenITmng3506ArtifactHandlersFromPluginsTest",1,68,38,13,0.34,2,0,2,0,1,
Public Constructor,"org.apache.maven.it.MavenITmng3506ArtifactHandlersFromPluginsTest.MavenITmng3506ArtifactHandlersFromPluginsTest",,3,3,0,0.00,1,,,0,,1
Public Method,"org.apache.maven.it.MavenITmng3506ArtifactHandlersFromPluginsTest.testProjectPackagingUsage",,48,27,7,0.26,1,,,0,,1
Public Class,"org.apache.maven.it.MavenITmng3529QuotedCliArgTest",1,33,19,11,0.58,2,0,2,0,1,
Public Constructor,"org.apache.maven.it.MavenITmng3529QuotedCliArgTest.MavenITmng3529QuotedCliArgTest",,3,3,0,0.00,1,,,0,,1
Public Method,"org.apache.maven.it.MavenITmng3529QuotedCliArgTest.testit",,21,14,6,0.43,1,,,0,,1
Public Class,"org.apache.maven.it.MavenITmng3535SelfReferentialPropertiesTest",1,52,40,3,0.07,6,0,2,1,2,
Public Constructor,"org.apache.maven.it.MavenITmng3535SelfReferentialPropertiesTest.MavenITmng3535SelfReferentialPropertiesTest",,3,3,0,0.00,1,,,0,,1
Public Method,"org.apache.maven.it.MavenITmng3535SelfReferentialPropertiesTest.testitMNG3535ShouldFail",,17,15,0,0.00,2,,,0,,1
Lambda Method,"org.apache.maven.it.MavenITmng3535SelfReferentialPropertiesTest.testitMNG3535ShouldFail.(lambda_expr_1)",,4,4,0,0.00,1,,,0,,1
Public Method,"org.apache.maven.it.MavenITmng3535SelfReferentialPropertiesTest.testitMNG3535ShouldSucceed",,24,20,0,0.00,3,,,1,,2
Lambda Method,"org.apache.maven.it.MavenITmng3535SelfReferentialPropertiesTest.testitMNG3535ShouldSucceed.(lambda_expr_1)",,4,4,0,0.00,1,,,0,,1
Public Class,"org.apache.maven.it.MavenITmng3536AppendedAbsolutePathsTest",1,30,19,6,0.32,2,0,2,0,1,
Public Constructor,"org.apache.maven.it.MavenITmng3536AppendedAbsolutePathsTest.MavenITmng3536AppendedAbsolutePathsTest",,3,3,1,0.33,1,,,0,,1
Public Method,"org.apache.maven.it.MavenITmng3536AppendedAbsolutePathsTest.testitMNG3536",,18,14,0,0.00,1,,,0,,1
Public Class,"org.apache.maven.it.MavenITmng3545ProfileDeactivationTest",1,175,106,39,0.37,7,0,2,0,1,
Public Constructor,"org.apache.maven.it.MavenITmng3545ProfileDeactivationTest.MavenITmng3545ProfileDeactivationTest",,3,3,0,0.00,1,,,0,,1
Public Method,"org.apache.maven.it.MavenITmng3545ProfileDeactivationTest.testActivateThenDeactivate",,29,18,7,0.39,1,,,0,,1
Public Method,"org.apache.maven.it.MavenITmng3545ProfileDeactivationTest.testBasicBuildWithDefaultProfiles",,25,16,6,0.38,1,,,0,,1
Public Method,"org.apache.maven.it.MavenITmng3545ProfileDeactivationTest.testDeactivateActivatedByProp",,29,18,7,0.39,1,,,0,,1
Public Method,"org.apache.maven.it.MavenITmng3545ProfileDeactivationTest.testDeactivateDefaultProfilesExclamation",,21,16,1,0.06,1,,,0,,1
Public Method,"org.apache.maven.it.MavenITmng3545ProfileDeactivationTest.testDeactivateDefaultProfilesHyphen",,26,16,6,0.38,1,,,0,,1
Public Method,"org.apache.maven.it.MavenITmng3545ProfileDeactivationTest.testDefaultProfileAutoDeactivation",,28,17,7,0.41,1,,,0,,1
Class,"org.apache.maven.it.MavenITmng3558PropertyEscapingTest",1,35,23,8,0.35,2,0,2,0,1,
Constructor,"org.apache.maven.it.MavenITmng3558PropertyEscapingTest.MavenITmng3558PropertyEscapingTest",,3,3,0,0.00,1,,,0,,1
Public Method,"org.apache.maven.it.MavenITmng3558PropertyEscapingTest.testPropertyEscaping",,23,18,2,0.11,1,,,0,,1
Public Class,"org.apache.maven.it.MavenITmng3575HexadecimalOctalPluginParameterConfigTest",1,32,20,8,0.40,2,0,2,0,1,
Public Constructor,"org.apache.maven.it.MavenITmng3575HexadecimalOctalPluginParameterConfigTest.MavenITmng3575HexadecimalOctalPluginParameterConfigTest",,3,3,0,0.00,1,,,0,,1
Public Method,"org.apache.maven.it.MavenITmng3575HexadecimalOctalPluginParameterConfigTest.testit",,22,15,5,0.33,1,,,0,,1
Public Class,"org.apache.maven.it.MavenITmng3581PluginUsesWagonDependencyTest",1,29,15,11,0.73,2,0,2,0,1,
Public Constructor,"org.apache.maven.it.MavenITmng3581PluginUsesWagonDependencyTest.MavenITmng3581PluginUsesWagonDependencyTest",,4,3,1,0.33,1,,,0,,1
Public Method,"org.apache.maven.it.MavenITmng3581PluginUsesWagonDependencyTest.testit",,16,10,5,0.50,1,,,0,,1
Public Class,"org.apache.maven.it.MavenITmng3586SystemScopePluginDependencyTest",1,60,35,18,0.51,3,0,2,0,1,
Public Constructor,"org.apache.maven.it.MavenITmng3586SystemScopePluginDependencyTest.MavenITmng3586SystemScopePluginDependencyTest",,3,3,0,0.00,1,,,0,,1
Public Method,"org.apache.maven.it.MavenITmng3586SystemScopePluginDependencyTest.testitFromPlugin",,25,17,6,0.35,1,,,0,,1
Public Method,"org.apache.maven.it.MavenITmng3586SystemScopePluginDependencyTest.testitFromProject",,21,13,6,0.46,1,,,0,,1
Public Class,"org.apache.maven.it.MavenITmng3599useHttpProxyForWebDAVMk2Test",1,174,115,32,0.28,7,50,2,1,2,
Public Constructor,"org.apache.maven.it.MavenITmng3599useHttpProxyForWebDAVMk2Test.MavenITmng3599useHttpProxyForWebDAVMk2Test",,3,3,0,0.00,1,,,0,,1
Protected Method,"org.apache.maven.it.MavenITmng3599useHttpProxyForWebDAVMk2Test.setUp",,58,45,8,0.18,2,,,1,,2
Anonymous Class,"org.apache.maven.it.MavenITmng3599useHttpProxyForWebDAVMk2Test.setUp.(Anon_1)",5,45,33,8,0.24,5,0,2,2,5,
Public Method,"org.apache.maven.it.MavenITmng3599useHttpProxyForWebDAVMk2Test.setUp.(Anon_1).handle",,44,32,8,0.25,5,,,2,,5
