File,Number of Changes
toqito/states/tests/test_isotropic.py,3
toqito/states/tests/test_max_entangled.py,5
toqito/states/tests/test_max_mixed.py,2
toqito/states/tests/test_mutually_unbiased_basis.py,6
toqito/states/tests/test_pusey_barrett_rudolph.py,2
toqito/states/tests/test_tile.py,5
toqito/states/tests/test_trine.py,4
toqito/states/tests/test_w_state.py,4
toqito/states/tests/test_werner.py,7
toqito/states/tile.py,12
toqito/matrices/cyclic_permutation.py,7
.github/ISSUE_TEMPLATE/bug_report.md,2
.github/ISSUE_TEMPLATE.md,2
.github/ISSUE_TEMPLATE/custom.md,1
.github/ISSUE_TEMPLATE/feature_request.md,1
toqito/matrices/clock.py,7
toqito/matrices/shift.py,7
docs/figures/logo.png,1
docs/figures/logo.svg,2
docs/_autosummary/toqito.channel_metrics.channel_fidelity.rst,4
docs/_autosummary/toqito.channel_metrics.completely_bounded_spectral_norm.rst,2
docs/_autosummary/toqito.channel_metrics.completely_bounded_trace_norm.rst,2
docs/_autosummary/toqito.channel_metrics.diamond_norm.rst,4
docs/_autosummary/toqito.channel_metrics.fidelity_of_separability.rst,4
docs/_autosummary/toqito.channel_ops.apply_channel.rst,7
docs/_autosummary/toqito.channel_ops.choi_to_kraus.rst,7
docs/_autosummary/toqito.channel_ops.dual_channel.rst,4
docs/_autosummary/toqito.channel_ops.kraus_to_choi.rst,9
docs/_autosummary/toqito.channel_ops.partial_channel.rst,7
docs/_autosummary/toqito.channel_props.choi_rank.rst,4
docs/_autosummary/toqito.channel_props.is_completely_positive.rst,9
docs/_autosummary/toqito.channel_props.is_herm_preserving.rst,9
docs/_autosummary/toqito.channel_props.is_positive.rst,9
docs/_autosummary/toqito.channel_props.is_quantum_channel.rst,4
docs/_autosummary/toqito.channel_props.is_trace_preserving.rst,6
docs/_autosummary/toqito.channel_props.is_unital.rst,7
docs/_autosummary/toqito.channel_props.is_unitary.rst,4
docs/_autosummary/toqito.channels.choi.rst,9
docs/_autosummary/toqito.channels.dephasing.rst,9
docs/_autosummary/toqito.channels.depolarizing.rst,9
docs/_autosummary/toqito.channels.partial_trace.rst,9
docs/_autosummary/toqito.channels.partial_transpose.rst,9
docs/_autosummary/toqito.channels.realignment.rst,9
docs/_autosummary/toqito.channels.reduction.rst,9
docs/_autosummary/toqito.matrices.clock.rst,10
docs/_autosummary/toqito.matrices.cnot.rst,10
docs/_autosummary/toqito.matrices.cyclic_permutation_matrix.rst,2
docs/_autosummary/toqito.matrices.fourier.rst,10
docs/_autosummary/toqito.matrices.gell_mann.rst,10
docs/_autosummary/toqito.matrices.gen_gell_mann.rst,10
docs/_autosummary/toqito.matrices.gen_pauli.rst,10
docs/_autosummary/toqito.matrices.hadamard.rst,10
docs/_autosummary/toqito.matrices.pauli.rst,10
docs/_autosummary/toqito.matrices.shift.rst,10
docs/_autosummary/toqito.matrices.standard_basis.rst,6
docs/_autosummary/toqito.matrix_ops.inner_product.rst,9
docs/_autosummary/toqito.matrix_ops.outer_product.rst,9
docs/_autosummary/toqito.matrix_ops.tensor.rst,10
docs/_autosummary/toqito.matrix_ops.unvec.rst,8
docs/_autosummary/toqito.matrix_ops.vec.rst,10
docs/_autosummary/toqito.matrix_ops.vectors_from_gram_matrix.rst,2
docs/_autosummary/toqito.matrix_ops.vectors_to_gram_matrix.rst,2
docs/_autosummary/toqito.matrix_props.is_block_positive.rst,4
docs/_autosummary/toqito.matrix_props.is_circulant.rst,2
docs/_autosummary/toqito.matrix_props.is_commuting.rst,10
docs/_autosummary/toqito.matrix_props.is_density.rst,10
docs/_autosummary/toqito.matrix_props.is_diagonal.rst,10
docs/_autosummary/toqito.matrix_props.is_diagonally_dominant.rst,2
docs/_autosummary/toqito.matrix_props.is_hermitian.rst,10
docs/_autosummary/toqito.matrix_props.is_idempotent.rst,5
docs/_autosummary/toqito.matrix_props.is_identity.rst,8
docs/_autosummary/toqito.matrix_props.is_linearly_independent.rst,2
docs/_autosummary/toqito.matrix_props.is_normal.rst,10
docs/_autosummary/toqito.matrix_props.is_orthonormal.rst,6
docs/_autosummary/toqito.matrix_props.is_permutation.rst,6
docs/_autosummary/toqito.matrix_props.is_positive_definite.rst,8
docs/_autosummary/toqito.matrix_props.is_positive_semidefinite.rst,8
docs/_autosummary/toqito.matrix_props.is_projection.rst,10
docs/_autosummary/toqito.matrix_props.is_square.rst,10
docs/_autosummary/toqito.matrix_props.is_symmetric.rst,10
docs/_autosummary/toqito.matrix_props.is_totally_positive.rst,2
docs/_autosummary/toqito.matrix_props.is_unitary.rst,10
docs/_autosummary/toqito.matrix_props.kp_norm.rst,2
docs/_autosummary/toqito.matrix_props.majorizes.rst,10
docs/_autosummary/toqito.matrix_props.sk_operator_norm.rst,4
docs/_autosummary/toqito.matrix_props.trace_norm.rst,4
docs/_autosummary/toqito.measurement_ops.measure.rst,9
docs/_autosummary/toqito.measurement_props.is_povm.rst,9
docs/_autosummary/toqito.perms.antisymmetric_projection.rst,9
docs/_autosummary/toqito.perms.perfect_matchings.rst,9
docs/_autosummary/toqito.perms.perm_sign.rst,9
docs/_autosummary/toqito.perms.permutation_operator.rst,9
docs/_autosummary/toqito.perms.permute_systems.rst,9
docs/_autosummary/toqito.perms.swap.rst,9
docs/_autosummary/toqito.perms.swap_operator.rst,9
docs/_autosummary/toqito.perms.symmetric_projection.rst,9
docs/_autosummary/toqito.perms.unique_perms.rst,9
docs/_autosummary/toqito.rand.random_circulant_gram.rst,2
docs/_autosummary/toqito.rand.random_density_matrix.rst,2
docs/_autosummary/toqito.rand.random_ginibre.rst,2
docs/_autosummary/toqito.rand.random_povm.rst,2
docs/_autosummary/toqito.rand.random_state_vector.rst,2
docs/_autosummary/toqito.rand.random_states.rst,2
docs/_autosummary/toqito.rand.random_unitary.rst,2
docs/_autosummary/toqito.state_metrics.bures_angle.rst,3
docs/_autosummary/toqito.state_metrics.bures_distance.rst,4
docs/_autosummary/toqito.state_metrics.fidelity.rst,9
docs/_autosummary/toqito.state_metrics.fidelity_of_separability.rst,4
docs/_autosummary/toqito.state_metrics.helstrom_holevo.rst,9
docs/_autosummary/toqito.state_metrics.hilbert_schmidt.rst,9
docs/_autosummary/toqito.state_metrics.hilbert_schmidt_inner_product.rst,6
docs/_autosummary/toqito.state_metrics.matsumoto_fidelity.rst,4
docs/_autosummary/toqito.state_metrics.sub_fidelity.rst,9
docs/_autosummary/toqito.state_metrics.trace_distance.rst,9
docs/_autosummary/toqito.state_ops.pure_to_mixed.rst,9
docs/_autosummary/toqito.state_ops.schmidt_decomposition.rst,9
docs/_autosummary/toqito.state_opt.optimal_clone.rst,9
docs/_autosummary/toqito.state_opt.ppt_distinguishability.rst,9
docs/_autosummary/toqito.state_opt.state_distinguishability.rst,9
docs/_autosummary/toqito.state_opt.state_exclusion.rst,9
docs/_autosummary/toqito.state_opt.state_helper.rst,10
docs/_autosummary/toqito.state_opt.symmetric_extension_hierarchy.rst,9
docs/_autosummary/toqito.state_props.concurrence.rst,9
docs/_autosummary/toqito.state_props.entanglement_of_formation.rst,7
docs/_autosummary/toqito.state_props.has_symmetric_extension.rst,7
docs/_autosummary/toqito.state_props.in_separable_ball.rst,7
docs/_autosummary/toqito.state_props.is_antidistinguishable.rst,2
docs/_autosummary/toqito.state_props.is_ensemble.rst,9
docs/_autosummary/toqito.state_props.is_mixed.rst,9
docs/_autosummary/toqito.state_props.is_mutually_orthogonal.rst,7
docs/_autosummary/toqito.state_props.is_mutually_unbiased_basis.rst,7
docs/_autosummary/toqito.state_props.is_npt.rst,2
docs/_autosummary/toqito.state_props.is_ppt.rst,9
docs/_autosummary/toqito.state_props.is_product.rst,4
docs/_autosummary/toqito.state_props.is_pure.rst,9
docs/_autosummary/toqito.state_props.is_separable.rst,7
docs/_autosummary/toqito.state_props.is_unextendible_product_basis.rst,2
docs/_autosummary/toqito.state_props.l1_norm_coherence.rst,9
docs/_autosummary/toqito.state_props.log_negativity.rst,6
docs/_autosummary/toqito.state_props.negativity.rst,9
docs/_autosummary/toqito.state_props.purity.rst,9
docs/_autosummary/toqito.state_props.schmidt_rank.rst,9
docs/_autosummary/toqito.state_props.sk_vector_norm.rst,3
docs/_autosummary/toqito.state_props.von_neumann_entropy.rst,9
docs/_autosummary/toqito.states.basis.rst,9
docs/_autosummary/toqito.states.bb84.rst,2
docs/_autosummary/toqito.states.bell.rst,9
docs/_autosummary/toqito.states.brauer.rst,9
docs/_autosummary/toqito.states.breuer.rst,9
docs/_autosummary/toqito.states.chessboard.rst,9
docs/_autosummary/toqito.states.domino.rst,9
docs/_autosummary/toqito.states.gen_bell.rst,9
docs/_autosummary/toqito.states.ghz.rst,9
docs/_autosummary/toqito.states.gisin.rst,9
docs/_autosummary/toqito.states.horodecki.rst,9
docs/_autosummary/toqito.states.isotropic.rst,9
docs/_autosummary/toqito.states.max_entangled.rst,9
docs/_autosummary/toqito.states.max_mixed.rst,9
docs/_autosummary/toqito.states.mutually_unbiased_basis.rst,2
docs/_autosummary/toqito.states.pusey_barrett_rudolph.rst,2
docs/_autosummary/toqito.states.singlet.rst,4
docs/_autosummary/toqito.states.tile.rst,9
docs/_autosummary/toqito.states.trine.rst,2
docs/_autosummary/toqito.states.w_state.rst,9
docs/_autosummary/toqito.states.werner.rst,9
docs/channels.rst,22
docs/matrices.rst,28
docs/measurements.rst,8
docs/nonlocal_games.rst,9
docs/perms.rst,8
docs/rand.rst,5
docs/states.rst,36
docs/tutorials.rst,14
toqito/state_props/test_is_distinguishable.py,1
.github/workflows/publish-release.yml,2
.github/CONTRIBUTING.md,7
docs/code_of_conduct.rst,1
.github/workflows/update-copyright-year.yml,5
LICENSE,5
toqito/states/pusey_barret_rudolph.py,3
toqito/states/tests/test_pusey_barret_rudolph.py,2
toqito/helper/tests/test_npa_constraints.py,4
linter.sh,2
docs/_autosummary/toqito.random.random_density_matrix.rst,9
