File,Number of Changes
lucene/demo/src/java/org/apache/lucene/demo/facet/package-info.java,8
lucene/sandbox/src/java/module-info.java,8
lucene/sandbox/src/java/org/apache/lucene/sandbox/facet/cutters/TaxonomyFacetsCutter.java,2
lucene/sandbox/src/java/org/apache/lucene/sandbox/facet/cutters/ranges/LongRangeFacetCutter.java,2
lucene/sandbox/src/java/org/apache/lucene/sandbox/facet/iterators/LengthOrdinalIterator.java,1
lucene/sandbox/src/java/org/apache/lucene/sandbox/facet/package-info.java,2
lucene/sandbox/src/java/org/apache/lucene/sandbox/facet/utils/BaseFacetBuilder.java,1
lucene/sandbox/src/java/org/apache/lucene/sandbox/facet/utils/CommonFacetBuilder.java,1
lucene/sandbox/src/java/org/apache/lucene/sandbox/facet/utils/ComparableUtils.java,1
lucene/sandbox/src/java/org/apache/lucene/sandbox/facet/utils/DrillSidewaysFacetOrchestrator.java,1
lucene/sandbox/src/java/org/apache/lucene/sandbox/facet/utils/FacetBuilder.java,1
lucene/sandbox/src/java/org/apache/lucene/sandbox/facet/utils/FacetOrchestrator.java,1
lucene/sandbox/src/java/org/apache/lucene/sandbox/facet/utils/LongValueFacetBuilder.java,1
lucene/sandbox/src/java/org/apache/lucene/sandbox/facet/utils/RangeFacetBuilderFactory.java,1
lucene/sandbox/src/java/org/apache/lucene/sandbox/facet/utils/TaxonomyFacetBuilder.java,1
lucene/sandbox/src/java/org/apache/lucene/sandbox/facet/utils/package-info.java,1
lucene/sandbox/src/test/org/apache/lucene/sandbox/facet/SandboxFacetTestCase.java,2
lucene/sandbox/src/test/org/apache/lucene/sandbox/facet/TestFacetRecorders.java,2
lucene/sandbox/src/test/org/apache/lucene/sandbox/facet/TestLongValueFacet.java,2
lucene/sandbox/src/test/org/apache/lucene/sandbox/facet/TestRangeFacet.java,5
lucene/sandbox/src/test/org/apache/lucene/sandbox/facet/utils/TestFacetOrchestrators.java,1
lucene/misc/src/java/org/apache/lucene/misc/store/DirectIODirectory.java,12
lucene/misc/src/test/org/apache/lucene/misc/store/TestDirectIODirectory.java,6
dev-tools/scripts/.editorconfig,1
.github/actions/prepare-for-build/action.yml,7
.github/workflows/run-checks-python.yml,1
dev-tools/scripts/requirements.txt,4
.github/workflows/run-nightly-smoketester.yml,6
lucene/sandbox/src/java/org/apache/lucene/sandbox/search/DocValuesMultiRangeQuery.java,2
lucene/sandbox/src/java/org/apache/lucene/sandbox/search/SortedSetDocValuesMultiRangeQuery.java,2
lucene/sandbox/src/test/org/apache/lucene/sandbox/search/TestInetAddrSsDvMultiRangeQuery.java,2
lucene/sandbox/src/test/org/apache/lucene/sandbox/search/TestSsDvMultiRangeQuery.java,3
lucene/test-framework/src/test/org/apache/lucene/tests/util/TestSysoutsLimits.java,4
gradle/validation/ecj-lint/ecj.javadocs.prefs,20
lucene/analysis.tests/src/test/org/apache/lucene/analysis/tests/TestRandomChains.java,5
lucene/analysis/common/src/java/org/apache/lucene/analysis/hunspell/Dictionary.java,117
lucene/analysis/common/src/java/org/apache/lucene/analysis/hunspell/FragmentChecker.java,2
lucene/analysis/common/src/java/org/apache/lucene/analysis/hunspell/Hunspell.java,26
lucene/analysis/common/src/java/org/apache/lucene/analysis/hunspell/Stemmer.java,65
lucene/analysis/common/src/java/org/apache/lucene/analysis/hunspell/Suggester.java,4
lucene/analysis/common/src/java/org/apache/lucene/analysis/hunspell/WordFormGenerator.java,8
lucene/analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/ProtectedTermFilterFactory.java,10
lucene/analysis/common/src/test/org/apache/lucene/analysis/hunspell/TestAllDictionaries.java,30
lucene/classification/src/java/org/apache/lucene/classification/utils/NearestFuzzyQuery.java,12
lucene/codecs/src/java/org/apache/lucene/codecs/uniformsplit/sharedterms/STUniformSplitTermsWriter.java,6
lucene/core/src/java/org/apache/lucene/index/BufferedUpdates.java,20
lucene/core/src/java/org/apache/lucene/index/DocumentsWriter.java,100
lucene/core/src/java/org/apache/lucene/index/FilterDirectoryReader.java,15
lucene/core/src/java/org/apache/lucene/index/FrozenBufferedUpdates.java,46
lucene/core/src/java/org/apache/lucene/index/IndexWriter.java,478
lucene/core/src/java/org/apache/lucene/index/ReadersAndUpdates.java,71
lucene/core/src/java/org/apache/lucene/index/SortingCodecReader.java,40
lucene/core/src/java/org/apache/lucene/search/AbstractVectorSimilarityQuery.java,12
lucene/core/src/java/org/apache/lucene/search/RegexpQuery.java,26
lucene/core/src/java/org/apache/lucene/search/SloppyPhraseMatcher.java,14
lucene/core/src/java/org/apache/lucene/search/TopDocs.java,27
lucene/core/src/java/org/apache/lucene/store/ByteBuffersDataOutput.java,18
lucene/core/src/java/org/apache/lucene/store/LockVerifyServer.java,9
lucene/core/src/java/org/apache/lucene/store/MMapDirectory.java,61
lucene/core/src/java/org/apache/lucene/util/HotspotVMOptions.java,3
lucene/core/src/java/org/apache/lucene/util/MapOfSets.java,9
lucene/core/src/test/org/apache/lucene/analysis/TestAnalyzerWrapper.java,6
lucene/core/src/test/org/apache/lucene/index/TestAddIndexes.java,87
lucene/core/src/test/org/apache/lucene/index/TestApproximatePriorityQueue.java,3
lucene/core/src/test/org/apache/lucene/index/TestConcurrentApproximatePriorityQueue.java,3
lucene/core/src/test/org/apache/lucene/index/TestCustomNorms.java,45
lucene/core/src/test/org/apache/lucene/index/TestDirectoryReader.java,83
lucene/core/src/test/org/apache/lucene/index/TestDocumentsWriterPerThreadPool.java,6
lucene/core/src/test/org/apache/lucene/index/TestFieldUpdatesBuffer.java,13
lucene/core/src/test/org/apache/lucene/index/TestIndexReaderClose.java,18
lucene/core/src/test/org/apache/lucene/index/TestIndexSorting.java,71
lucene/core/src/test/org/apache/lucene/index/TestIndexWriter.java,290
lucene/core/src/test/org/apache/lucene/index/TestIndexWriterReader.java,78
lucene/core/src/test/org/apache/lucene/index/TestMergePolicy.java,9
lucene/core/src/test/org/apache/lucene/index/TestNorms.java,67
lucene/core/src/test/org/apache/lucene/index/TestSegmentToThreadMapping.java,24
lucene/core/src/test/org/apache/lucene/index/TestSoftDeletesRetentionMergePolicy.java,23
lucene/core/src/test/org/apache/lucene/index/TestStressIndexing2.java,59
lucene/core/src/test/org/apache/lucene/search/BaseVectorSimilarityQueryTestCase.java,11
lucene/core/src/test/org/apache/lucene/search/TestDocValuesRewriteMethod.java,7
lucene/core/src/test/org/apache/lucene/search/TestFieldCacheRewriteMethod.java,11
lucene/core/src/test/org/apache/lucene/search/TestMultiCollectorManager.java,8
lucene/core/src/test/org/apache/lucene/search/TestPhraseQuery.java,49
lucene/core/src/test/org/apache/lucene/search/TestQueryVisitor.java,8
lucene/core/src/test/org/apache/lucene/search/TestSegmentCacheables.java,4
lucene/core/src/test/org/apache/lucene/search/TestSortRandom.java,38
lucene/core/src/test/org/apache/lucene/search/TestUsageTrackingFilterCachingPolicy.java,31
lucene/core/src/test/org/apache/lucene/store/TestMMapDirectory.java,13
lucene/core/src/test/org/apache/lucene/util/SelectorBenchmark.java,5
lucene/core/src/test/org/apache/lucene/util/SorterBenchmark.java,5
lucene/core/src/test/org/apache/lucene/util/compress/TestLowercaseAsciiCompression.java,5
lucene/distribution.tests/src/test/org/apache/lucene/distribution/TestModularLayer.java,19
lucene/expressions/src/java/org/apache/lucene/expressions/SimpleBindings.java,15
lucene/expressions/src/java/org/apache/lucene/expressions/js/JavascriptCompiler.java,64
lucene/facet/src/java/org/apache/lucene/facet/FacetsCollectorManager.java,10
lucene/facet/src/java/org/apache/lucene/facet/FacetsConfig.java,34
lucene/facet/src/test/org/apache/lucene/facet/sortedset/TestSortedSetDocValuesFacets.java,43
lucene/facet/src/test/org/apache/lucene/facet/taxonomy/TestTaxonomyFacetAssociations.java,23
lucene/facet/src/test/org/apache/lucene/facet/taxonomy/directory/TestDirectoryTaxonomyReader.java,33
lucene/highlighter/src/java/org/apache/lucene/search/highlight/QueryTermExtractor.java,17
lucene/highlighter/src/java/org/apache/lucene/search/matchhighlight/FieldValueHighlighters.java,4
lucene/highlighter/src/java/org/apache/lucene/search/matchhighlight/MatchHighlighter.java,8
lucene/highlighter/src/java/org/apache/lucene/search/matchhighlight/MatchRegionRetriever.java,10
lucene/highlighter/src/java/org/apache/lucene/search/matchhighlight/PassageFormatter.java,4
lucene/highlighter/src/java/org/apache/lucene/search/uhighlight/NoOpOffsetStrategy.java,7
lucene/highlighter/src/java/org/apache/lucene/search/uhighlight/PhraseHelper.java,15
lucene/highlighter/src/test/org/apache/lucene/search/matchhighlight/TestMatchHighlighter.java,13
lucene/highlighter/src/test/org/apache/lucene/search/matchhighlight/TestMatchRegionRetriever.java,13
lucene/highlighter/src/test/org/apache/lucene/search/matchhighlight/TestPassageSelector.java,10
lucene/highlighter/src/test/org/apache/lucene/search/uhighlight/TestUnifiedHighlighter.java,25
lucene/highlighter/src/test/org/apache/lucene/search/uhighlight/visibility/TestUnifiedHighlighterExtensibility.java,19
lucene/join/src/java/org/apache/lucene/search/join/JoinUtil.java,35
lucene/luke/src/java/org/apache/lucene/luke/app/desktop/LukeMain.java,13
lucene/luke/src/java/org/apache/lucene/luke/app/desktop/components/AnalysisPanelProvider.java,9
lucene/luke/src/java/org/apache/lucene/luke/app/desktop/components/DocumentsPanelProvider.java,7
lucene/luke/src/java/org/apache/lucene/luke/app/desktop/components/LogsPanelProvider.java,7
lucene/luke/src/java/org/apache/lucene/luke/app/desktop/components/MenuBarProvider.java,5
lucene/luke/src/java/org/apache/lucene/luke/app/desktop/components/SearchPanelProvider.java,7
lucene/luke/src/java/org/apache/lucene/luke/app/desktop/components/dialog/ConfirmDialogFactory.java,4
lucene/luke/src/java/org/apache/lucene/luke/app/desktop/components/dialog/HelpDialogFactory.java,4
lucene/luke/src/java/org/apache/lucene/luke/app/desktop/components/dialog/analysis/AnalysisChainDialogFactory.java,6
lucene/luke/src/java/org/apache/lucene/luke/app/desktop/components/dialog/analysis/EditFiltersDialogFactory.java,4
lucene/luke/src/java/org/apache/lucene/luke/app/desktop/components/dialog/analysis/EditParamsDialogFactory.java,5
lucene/luke/src/java/org/apache/lucene/luke/app/desktop/components/dialog/analysis/TokenAttributeDialogFactory.java,5
lucene/luke/src/java/org/apache/lucene/luke/app/desktop/components/dialog/documents/AddDocumentDialogFactory.java,9
lucene/luke/src/java/org/apache/lucene/luke/app/desktop/components/dialog/documents/DocValuesDialogFactory.java,4
lucene/luke/src/java/org/apache/lucene/luke/app/desktop/components/dialog/documents/IndexOptionsDialogFactory.java,5
lucene/luke/src/java/org/apache/lucene/luke/app/desktop/components/dialog/documents/StoredValueDialogFactory.java,4
lucene/luke/src/java/org/apache/lucene/luke/app/desktop/components/dialog/documents/TermVectorDialogFactory.java,5
lucene/luke/src/java/org/apache/lucene/luke/app/desktop/components/dialog/menubar/AboutDialogFactory.java,6
lucene/luke/src/java/org/apache/lucene/luke/app/desktop/components/dialog/menubar/CheckIndexDialogFactory.java,7
lucene/luke/src/java/org/apache/lucene/luke/app/desktop/components/dialog/menubar/CreateIndexDialogFactory.java,7
lucene/luke/src/java/org/apache/lucene/luke/app/desktop/components/dialog/menubar/ExportTermsDialogFactory.java,7
lucene/luke/src/java/org/apache/lucene/luke/app/desktop/components/dialog/menubar/OpenIndexDialogFactory.java,9
lucene/luke/src/java/org/apache/lucene/luke/app/desktop/components/dialog/menubar/OptimizeIndexDialogFactory.java,8
lucene/luke/src/java/org/apache/lucene/luke/app/desktop/components/dialog/search/ExplainDialogFactory.java,4
