Kind,Name,AvgCyclomatic,CountLine,CountLineCode,CountLineComment,RatioCommentToCode,SumCyclomatic,PercentLackOfCohesion,MaxNesting,MaxInheritanceTree,MaxCyclomatic,Cyclomatic
Unnamed Function,"(unnamed_function_1)",,3,3,0,,2,,0,,,1
Unnamed Function,"(unnamed_function_1)",,10,9,0,,1,,0,,,1
Unnamed Function,"(unnamed_function_1)",,3,3,0,,1,,0,,,1
Unnamed Function,"(unnamed_function_1)",,19,18,0,,1,,0,,,1
Unnamed Function,"(unnamed_function_1).(unnamed_function_2)",,1,1,0,,1,,0,,,1
Unnamed Function,"(unnamed_function_10)",,1,1,0,,1,,0,,,1
Unnamed Function,"(unnamed_function_11)",,4,4,0,,1,,0,,,1
Unnamed Function,"(unnamed_function_12)",,18,17,0,,2,,1,,,2
Unnamed Function,"(unnamed_function_16)",,7,6,0,,2,,1,,,2
Unnamed Function,"(unnamed_function_2)",,11,8,1,,3,,1,,,3
Unnamed Function,"(unnamed_function_3)",,19,16,0,,3,,0,,,1
Unnamed Function,"(unnamed_function_3)",,6,5,0,,2,,1,,,2
Unnamed Function,"(unnamed_function_3).(unnamed_function_4)",,4,4,0,,2,,0,,,2
Unnamed Function,"(unnamed_function_5)",,10,8,0,,1,,0,,,1
Unnamed Function,"(unnamed_function_6)",,10,9,0,,2,,0,,,1
Unnamed Function,"(unnamed_function_6).(unnamed_function_7)",,8,7,0,,1,,0,,,1
Unnamed Function,"(unnamed_function_8)",,3,3,0,,1,,0,,,1
Unnamed Function,"(unnamed_function_9)",,1,1,0,,1,,0,,,1
Unknown Method,"Abs",,,,,0.00,,,,,,
Unknown Class,"Action",,,,,0.00,,,,,,
Unknown Method,"Activate",,,,,0.00,,,,,,
Unknown Method,"Add",,,,,0.00,,,,,,
Unknown Method,"AddArc",,,,,0.00,,,,,,
Unknown Method,"AddCommandLine",,,,,0.00,,,,,,
Unknown Method,"AddConfiguration",,,,,0.00,,,,,,
Unknown Method,"AddFirst",,,,,0.00,,,,,,
Unknown Method,"AddJsonFile",,,,,0.00,,,,,,
Unknown Method,"AddLast",,,,,0.00,,,,,,
Unknown Method,"AddLine",,,,,0.00,,,,,,
Unknown Method,"AddPolygon",,,,,0.00,,,,,,
Unknown Method,"AddRange",,,,,0.00,,,,,,
Unknown Method,"AddRectangle",,,,,0.00,,,,,,
Unknown Method,"AddString",,,,,0.00,,,,,,
Unknown Method,"AddYears",,,,,0.00,,,,,,
Unknown Method,"AddrOfPinnedObject",,,,,0.00,,,,,,
File,"AfterEditAppAction.cs",0,32,7,18,2.57,0,,0,,0,
Unknown Method,"Aggregate",,,,,0.00,,,,,,
Unknown Method,"All",,,,,0.00,,,,,,
Unknown Method,"Alloc",,,,,0.00,,,,,,
Unknown Method,"Allocate",,,,,0.00,,,,,,
File,"AlphaColorSlider.cs",1,127,47,39,0.83,10,,0,,2,
File,"AnimatedImg.cs",1,86,36,29,0.81,11,,1,,3,
File,"AnimatedImgAnimator.cs",1,83,41,23,0.56,7,,2,,2,
File,"AnimatedImgFrame.cs",1,93,38,33,0.87,12,,1,,4,
Unknown Method,"Any",,,,,0.00,,,,,,
Unknown Class,"ApartmentState",,,,,0.00,,,,,,
File,"App.cs",2,154,67,48,0.72,18,,2,,5,
Unknown Class,"Appearance",,,,,0.00,,,,,,
Unknown Method,"Append",,,,,0.00,,,,,,
Unknown Method,"AppendLine",,,,,0.00,,,,,,
File,"ArgsReceivedEventArgs.cs",1,29,5,18,3.60,2,,0,,1,
Unknown Class,"ArgumentException",,,,,0.00,,,,,,
Unknown Class,"ArgumentNullException",,,,,0.00,,,,,,
Unknown Class,"ArgumentOutOfRangeException",,,,,0.00,,,,,,
Unknown Class,"Array",,,,,0.00,,,,,,
Unknown Method,"As",,,,,0.00,,,,,,
Unknown Method,"AsEnumerable",,,,,0.00,,,,,,
Unknown Method,"AsMemory",,,,,0.00,,,,,,
Unknown Method,"AsParallel",,,,,0.00,,,,,,
Unknown Method,"AsSpan",,,,,0.00,,,,,,
Unknown Method,"AsStream",,,,,0.00,,,,,,
Unknown Method,"AssignHandle",,,,,0.00,,,,,,
Unknown Method,"Atan2",,,,,0.00,,,,,,
Unknown Method,"AutoOrient",,,,,0.00,,,,,,
Unknown Class,"BITMAPINFO",,,,,0.00,,,,,,
Unknown Class,"BITMAPINFOHEADER",,,,,0.00,,,,,,
Unknown Class,"BOOL",,,,,0.00,,,,,,
Unknown Method,"BeginDraw",,,,,0.00,,,,,,
Unknown Method,"BeginInvoke",,,,,0.00,,,,,,
Unknown Method,"BitBlt",,,,,0.00,,,,,,
Unknown Class,"Bitmap",,,,,0.00,,,,,,
Unknown Class,"BitmapData",,,,,0.00,,,,,,
File,"BitmapExtensions.cs",3,72,29,26,0.90,5,,1,,3,
Unknown Class,"BitmapSource",,,,,0.00,,,,,,
Unknown Class,"BmpReadDefines",,,,,0.00,,,,,,
Unknown Class,"BorderStyle",,,,,0.00,,,,,,
Unknown Method,"BringToFront",,,,,0.00,,,,,,
Unknown Class,"Brush",,,,,0.00,,,,,,
Unknown Class,"BufferedGraphics",,,,,0.00,,,,,,
Unknown Method,"Build",,,,,0.00,,,,,,
Unknown Class,"Button",,,,,0.00,,,,,,
Unknown Method,"Cancel",,,,,0.00,,,,,,
Unknown Method,"CancelLoading",,,,,0.00,,,,,,
Unknown Class,"CancellationToken",,,,,0.00,,,,,,
Unknown Class,"CancellationTokenSource",,,,,0.00,,,,,,
Unknown Method,"Cast",,,,,0.00,,,,,,
Unknown Method,"Ceiling",,,,,0.00,,,,,,
Unknown Method,"ChangeType",,,,,0.00,,,,,,
Unknown Class,"CheckBox",,,,,0.00,,,,,,
Unknown Class,"CheckBoxState",,,,,0.00,,,,,,
File,"CheckedItemCollection.cs",1,355,164,133,0.81,35,,2,,4,
Unknown Method,"Clamp",,,,,0.00,,,,,,
Unknown Method,"Clear",,,,,0.00,,,,,,
Unknown Method,"ClearBackground",,,,,0.00,,,,,,
File,"ClipboardEx.cs",4,148,71,50,0.70,20,,2,,9,
Unknown Method,"Clone",,,,,0.00,,,,,,
Unknown Method,"Close",,,,,0.00,,,,,,
Unknown Method,"CloseAllFigures",,,,,0.00,,,,,,
Unknown Method,"CloseFigure",,,,,0.00,,,,,,
Unknown Method,"CloseGestureInfoHandle",,,,,0.00,,,,,,
Unknown Class,"CloseReason",,,,,0.00,,,,,,
File,"CmdHelper.cs",2,79,38,25,0.66,9,,2,,6,
Unknown Method,"Coalesce",,,,,0.00,,,,,,
File,"CodecReadOptions.cs",1,104,20,65,3.25,27,,0,,1,
Unknown Method,"Collect",,,,,0.00,,,,,,
Unknown Class,"Color",,,,,0.00,,,,,,
File,"ColorBox2D.cs",2,441,294,53,0.18,52,,2,,14,
File,"ColorExtensions.cs",2,276,147,65,0.44,27,,1,,7,
File,"ColorHexagon.cs",3,378,260,28,0.11,44,,3,,6,
File,"ColorHexagonElement.cs",1,134,61,37,0.61,12,,1,,3,
Unknown Class,"ColorMatrix",,,,,0.00,,,,,,
File,"ColorPickerConfig.cs",1,88,34,35,1.03,15,,1,,2,
Unknown Class,"ColorProfile",,,,,0.00,,,,,,
Type Alias,"ColorProfile",0,,,,,0,0,0,0,0,
Type Alias,"ColorProfile",0,,,,,0,0,0,0,0,
File,"ColorView.cs",2,150,85,35,0.41,15,,1,,2,
Unknown Class,"ColumnStyle",,,,,0.00,,,,,,
Unknown Class,"ComObject",,,,,0.00,,,,,,
Unknown Method,"Combine",,,,,0.00,,,,,,
Unknown Class,"ComboBox",,,,,0.00,,,,,,
Unknown Class,"ComboBoxStyle",,,,,0.00,,,,,,
Unknown Method,"Compare",,,,,0.00,,,,,,
Unknown Method,"Complete",,,,,0.00,,,,,,
Unknown Method,"Concat",,,,,0.00,,,,,,
File,"Config.cs",1,2312,1183,603,0.51,427,,4,,48,
Unknown Class,"ConfigurationBuilder",,,,,0.00,,,,,,
File,"ConfigurationExtensions.cs",3,121,70,28,0.40,16,,3,,6,
Unknown Method,"ConfigureAwait",,,,,0.00,,,,,,
Unknown Method,"ConnectAsync",,,,,0.00,,,,,,
File,"Const.cs",1,92,38,38,1.00,1,,0,,1,
Unknown Method,"Contains",,,,,0.00,,,,,,
Unknown Method,"ContainsFileDropList",,,,,0.00,,,,,,
Unknown Method,"ContainsImage",,,,,0.00,,,,,,
Unknown Method,"ContainsKey",,,,,0.00,,,,,,
Unknown Method,"ContainsText",,,,,0.00,,,,,,
Unknown Class,"ContentAlignment",,,,,0.00,,,,,,
Unknown Class,"ContextMenuStrip",,,,,0.00,,,,,,
Unknown Method,"ContinueWith",,,,,0.00,,,,,,
Unknown Class,"Control",,,,,0.00,,,,,,
File,"ControlExtensions.cs",1,130,63,39,0.62,10,,2,,3,
Unknown Method,"Convert",,,,,0.00,,,,,,
Unknown Method,"ConvertFromInvariantString",,,,,0.00,,,,,,
Unknown Method,"ConvertTo",,,,,0.00,,,,,,
Unknown Method,"Copy",,,,,0.00,,,,,,
Unknown Method,"CopyFromBitmap",,,,,0.00,,,,,,
Unknown Method,"CopyPixels",,,,,0.00,,,,,,
Unknown Method,"CopySign",,,,,0.00,,,,,,
Unknown Method,"CopyTo",,,,,0.00,,,,,,
Unknown Class,"CoreWebView2ContextMenuRequestedEventArgs",,,,,0.00,,,,,,
Unknown Class,"CoreWebView2EnvironmentOptions",,,,,0.00,,,,,,
Unknown Class,"CoreWebView2File",,,,,0.00,,,,,,
Unknown Class,"CoreWebView2NavigationCompletedEventArgs",,,,,0.00,,,,,,
Unknown Class,"CoreWebView2NewWindowRequestedEventArgs",,,,,0.00,,,,,,
Unknown Class,"CoreWebView2WebMessageReceivedEventArgs",,,,,0.00,,,,,,
Unknown Method,"Count",,,,,0.00,,,,,,
Unknown Method,"Create",,,,,0.00,,,,,,
Unknown Method,"CreateAsync",,,,,0.00,,,,,,
Unknown Method,"CreateBitmap",,,,,0.00,,,,,,
Unknown Method,"CreateBitmapBrush",,,,,0.00,,,,,,
Unknown Method,"CreateBitmapFromWicBitmap",,,,,0.00,,,,,,
Unknown Method,"CreateCompatibleDC",,,,,0.00,,,,,,
Unknown Method,"CreateDeviceContext",,,,,0.00,,,,,,
Unknown Method,"CreateDirectory",,,,,0.00,,,,,,
Unknown Method,"CreateDisabledImage",,,,,0.00,,,,,,
Unknown Method,"CreateEffect",,,,,0.00,,,,,,
Unknown Method,"CreateElement",,,,,0.00,,,,,,
Unknown Method,"CreateGraphics",,,,,0.00,,,,,,
Unknown Method,"CreateInstance",,,,,0.00,,,,,,
Unknown Class,"CreateParams",,,,,0.00,,,,,,
Unknown Method,"CreateRenderTarget",,,,,0.00,,,,,,
Unknown Method,"CreateServerName",,,,,0.00,,,,,,
Unknown Method,"CreateShortcut",,,,,0.00,,,,,,
Unknown Method,"CreateSolidColorBrush",,,,,0.00,,,,,,
Unknown Method,"CreateStringBuilder",,,,,0.00,,,,,,
Unknown Method,"CreateStrokeStyle",,,,,0.00,,,,,,
Unknown Method,"CreateThumbnail",,,,,0.00,,,,,,
File,"CropToolConfig.cs",1,172,82,49,0.60,23,,2,,6,
Unknown Class,"Cursor",,,,,0.00,,,,,,
Type Alias,"Cursor",0,,,,,0,0,0,0,0,
Unresolved Namespace,"Cysharp.Text",,,,,0.00,,,,,,
Unknown Class,"D2D1_BITMAP_BRUSH_PROPERTIES1",,,,,0.00,,,,,,
Unknown Class,"D2D1_BITMAP_PROPERTIES1",,,,,0.00,,,,,,
Unknown Class,"D2D1_ELLIPSE",,,,,0.00,,,,,,
Unknown Class,"D2D1_PIXEL_FORMAT",,,,,0.00,,,,,,
Unknown Class,"D2D1_STROKE_STYLE_PROPERTIES",,,,,0.00,,,,,,
Unknown Class,"D2D_MATRIX_3X2_F",,,,,0.00,,,,,,
Unknown Class,"D2D_MATRIX_5X4_F",,,,,0.00,,,,,,
Unresolved Namespace,"D2Phap",,,,,0.00,,,,,,
Unresolved Namespace,"D2Phap.DXControl",,,,,0.00,,,,,,
Class,"DOMPadding",1,34,28,0,,5,,0,0,2,
Public Method,"DOMPadding.constructor",,8,7,0,,1,,0,,,1
Function,"DOMPadding.get",,3,3,0,,1,,0,,,1
Function,"DOMPadding.get",,3,3,0,,1,,0,,,1
Public Method,"DOMPadding.multiply",,10,9,0,,2,,1,,,2
File,"DOMPadding.ts",1,35,28,0,0.00,5,,1,,2,0
Unknown Class,"DWMWINDOWATTRIBUTE",,,,,0.00,,,,,,
Unknown Class,"DXCanvas",,,,,0.00,,,,,,
File,"DXCanvas_Webview2.html",0,31,0,0,0.00,0,,0,,0,0
File,"DXCanvas_Webview2.ts",1,7,3,1,0.33,1,,0,,1,1
Unknown Class,"DXGraphics",,,,,0.00,,,,,,
File,"DarkColors.cs",1,62,24,29,1.21,19,,0,,2,
File,"DarkControlState.cs",0,27,7,15,2.14,0,,0,,0,
Unknown Class,"DataObject",,,,,0.00,,,,,,
Unknown Class,"DataPackage",,,,,0.00,,,,,,
Unknown Class,"DataRequestedEventArgs",,,,,0.00,,,,,,
Unknown Class,"DataTransferManager",,,,,0.00,,,,,,
File,"DataTransferManagerHelper.cs",1,62,26,22,0.85,3,,0,,1,
Unknown Class,"DateTime",,,,,0.00,,,,,,
File,"DateTimeExtensions.cs",1,33,9,18,2.00,1,,0,,1,
Unknown Method,"Debounce",,,,,0.00,,,,,,
File,"DebounceDispatcher.cs",3,115,48,45,0.94,13,,1,,4,
Unknown Method,"Delay",,,,,0.00,,,,,,
Unknown Method,"Delete",,,,,0.00,,,,,,
Unknown Method,"DeleteDC",,,,,0.00,,,,,,
Unknown Method,"DeleteObject",,,,,0.00,,,,,,
Unknown Method,"Deserialize",,,,,0.00,,,,,,
Unknown Method,"DeserializeAsync",,,,,0.00,,,,,,
File,"DesktopApi.cs",10,97,55,26,0.47,10,,2,,10,
Unknown Method,"DetectFacesAsync",,,,,0.00,,,,,,
Unknown Class,"DetectedFace",,,,,0.00,,,,,,
Unknown Class,"DeviceCreatedReason",,,,,0.00,,,,,,
File,"DialogForm.Designer.cs",2,52,32,14,0.44,3,,1,,2,
File,"DialogForm.cs",1,419,248,85,0.34,35,,1,,4,
Unknown Class,"Dictionary",,,,,0.00,,,,,,
File,"Dir.cs",1,61,13,30,2.31,9,,0,,1,
Unresolved Namespace,"DirectN",,,,,0.00,,,,,,
Unknown Class,"DirectoryInfo",,,,,0.00,,,,,,
Unknown Class,"DisconnectedEventArgs",,,,,0.00,,,,,,
File,"DiskCache.cs",3,324,190,66,0.35,42,,4,,10,
Unknown Class,"Dispatcher",,,,,0.00,,,,,,
Unknown Class,"DispatcherPriority",,,,,0.00,,,,,,
Unknown Class,"DispatcherTimer",,,,,0.00,,,,,,
File,"DisplayApi.cs",4,193,136,23,0.17,8,,1,,6,
Unknown Method,"Dispose",,,,,0.00,,,,,,
Unknown Method,"DisposeAsync",,,,,0.00,,,,,,
Unknown Method,"DisposeD2D1Bitmap",,,,,0.00,,,,,,
Unknown Method,"Distinct",,,,,0.00,,,,,,
Unknown Class,"DngReadDefines",,,,,0.00,,,,,,
Unknown Method,"DoDragDrop",,,,,0.00,,,,,,
Unknown Method,"DoEvents",,,,,0.00,,,,,,
Unknown Method,"DoSaveAsync",,,,,0.00,,,,,,
Unknown Class,"DockStyle",,,,,0.00,,,,,,
Unknown Class,"DockingAttribute",,,,,0.00,,,,,,
File,"DpiApi.cs",1,121,52,39,0.75,10,,0,,2,
Unknown Class,"DpiChangedEventArgs",,,,,0.00,,,,,,
Unknown Class,"DragEventArgs",,,,,0.00,,,,,,
Unknown Method,"DrawBackground",,,,,0.00,,,,,,
Unknown Method,"DrawBitmap",,,,,0.00,,,,,,
Unknown Method,"DrawBorder3D",,,,,0.00,,,,,,
Unknown Method,"DrawCheckBox",,,,,0.00,,,,,,
Unknown Method,"DrawEllipse",,,,,0.00,,,,,,
Unknown Method,"DrawFocusRectangle",,,,,0.00,,,,,,
Unknown Method,"DrawGeometry",,,,,0.00,,,,,,
Unknown Method,"DrawImage",,,,,0.00,,,,,,
Unknown Method,"DrawImageUnscaled",,,,,0.00,,,,,,
Unknown Class,"DrawItemEventArgs",,,,,0.00,,,,,,
Unknown Method,"DrawLine",,,,,0.00,,,,,,
Unknown Method,"DrawParentBackground",,,,,0.00,,,,,,
Unknown Method,"DrawPath",,,,,0.00,,,,,,
Unknown Method,"DrawPolygon",,,,,0.00,,,,,,
Unknown Method,"DrawRadioButton",,,,,0.00,,,,,,
Unknown Method,"DrawRectangle",,,,,0.00,,,,,,
Unknown Method,"DrawString",,,,,0.00,,,,,,
Unknown Method,"DrawText",,,,,0.00,,,,,,
Unknown Class,"DrawToolTipEventArgs",,,,,0.00,,,,,,
Unknown Method,"DwmExtendFrameIntoClientArea",,,,,0.00,,,,,,
Unknown Method,"DwmIsCompositionEnabled",,,,,0.00,,,,,,
Unknown Method,"DwmSetWindowAttribute",,,,,0.00,,,,,,
File,"EditApp.cs",1,47,7,30,4.29,6,,0,,1,
Class,"EditAppDialogHtmlElement",1,163,120,15,,12,,0,1,2,
Private Method,"EditAppDialogHtmlElement.addDialogEvents",,10,8,0,,1,,0,,,1
Private Method,"EditAppDialogHtmlElement.connectedCallback",,42,42,0,,1,,0,,,1
Public Method,"EditAppDialogHtmlElement.constructor",,11,9,1,,1,,0,,,1
Public Method,"EditAppDialogHtmlElement.getDialogData",,11,9,1,,1,,0,,,1
Private Method,"EditAppDialogHtmlElement.handleBtnBrowseAppClickEvent",,7,6,0,,2,,1,,,2
Public Method,"EditAppDialogHtmlElement.openCreate",,15,13,0,,2,,0,,,1
Unnamed Function,"EditAppDialogHtmlElement.openCreate.isSubmitted.(unnamed_function_1)",,4,4,0,,1,,0,,,1
Public Method,"EditAppDialogHtmlElement.openEdit",,18,14,1,,2,,0,,,1
Unnamed Function,"EditAppDialogHtmlElement.openEdit.isSubmitted.(unnamed_function_2)",,4,4,0,,1,,0,,,1
File,"EditAppDialogHtmlElement.ts",1,177,127,18,0.14,13,,1,,2,0
Private Method,"EditAppDialogHtmlElement.updateToolCommandPreview",,23,17,2,,2,,1,,,2
Unknown Class,"EggShell",,,,,0.00,,,,,,
Unknown Method,"ElementAt",,,,,0.00,,,,,,
Unknown Method,"ElementAtOrDefault",,,,,0.00,,,,,,
Unknown Method,"Empty",,,,,0.00,,,,,,
Unknown Method,"EndDraw",,,,,0.00,,,,,,
Unknown Method,"EndsInDirectorySeparator",,,,,0.00,,,,,,
Unknown Method,"EndsWith",,,,,0.00,,,,,,
Unknown Method,"EnsureCoreWebView2Async",,,,,0.00,,,,,,
Unknown Method,"EnsureInitialized",,,,,0.00,,,,,,
Unknown Method,"EnumerateDirectories",,,,,0.00,,,,,,
Unknown Method,"EnumerateFiles",,,,,0.00,,,,,,
Unknown Class,"EnumerationOptions",,,,,0.00,,,,,,
File,"Enums.cs",0,262,135,80,0.59,0,,0,,0,
File,"Enums.cs",0,435,107,248,2.32,0,,0,,0,
File,"Enums.cs",0,29,10,15,1.50,0,,0,,0,
File,"Enums.cs",1,151,79,37,0.47,15,,0,,1,
File,"Enums.cs",0,160,72,74,1.03,0,,0,,0,
Unknown Method,"Equals",,,,,0.00,,,,,,
Unknown Class,"EventArgs",,,,,0.00,,,,,,
Unknown Class,"EventHandler",,,,,0.00,,,,,,
File,"Events.cs",1,40,8,24,3.00,6,,0,,1,
File,"Events.cs",1,628,202,339,1.68,86,,0,,1,
File,"Events.cs",1,87,38,30,0.79,15,,1,,3,
File,"Events.cs",1,152,56,63,1.13,36,,0,,1,
Unknown Class,"Exception",,,,,0.00,,,,,,
Unknown Method,"ExecuteScriptAsync",,,,,0.00,,,,,,
Unknown Class,"ExifTag",,,,,0.00,,,,,,
Unknown Method,"Exists",,,,,0.00,,,,,,
Unknown Method,"Exit",,,,,0.00,,,,,,
Unknown Method,"ExpandEnvironmentVariables",,,,,0.00,,,,,,
File,"ExpandoObjectExtensions.cs",3,113,59,30,0.51,14,,1,,4,
File,"ExplorerApi.cs",7,585,351,125,0.36,59,,7,,19,
Unknown Class,"ExplorerFolderView",,,,,0.00,,,,,,
Unknown Class,"ExplorerView",,,,,0.00,,,,,,
Unknown Method,"ExtractAssociatedIcon",,,,,0.00,,,,,,
File,"Extractor.cs",2,43,16,18,1.13,2,,1,,2,
Unknown Class,"FileAttributes",,,,,0.00,,,,,,
Unknown Class,"FileChangedEvent",,,,,0.00,,,,,,
File,"FileFinder.cs",3,319,173,87,0.50,38,,2,,7,
Class,"FileFormatDialogHtmlElement",1,51,35,8,,4,,0,1,1,
Private Method,"FileFormatDialogHtmlElement.connectedCallback",,21,21,0,,1,,0,,,1
Public Method,"FileFormatDialogHtmlElement.constructor",,7,5,1,,1,,0,,,1
Public Method,"FileFormatDialogHtmlElement.getDialogData",,6,4,1,,1,,0,,,1
Public Method,"FileFormatDialogHtmlElement.openCreate",,3,3,0,,1,,0,,,1
File,"FileFormatDialogHtmlElement.ts",1,64,41,11,0.27,5,,0,,1,0
Unknown Class,"FileFormatException",,,,,0.00,,,,,,
Unknown Class,"FileInfo",,,,,0.00,,,,,,
Unknown Class,"FileNotFoundException",,,,,0.00,,,,,,
File,"FileShortcutApi.cs",3,80,40,29,0.72,5,,1,,3,
Unknown Class,"FileStream",,,,,0.00,,,,,,
File,"FileSystemAdaptor.cs",2,131,51,59,1.16,10,,1,,3,
Unknown Class,"FileSystemWatcherEx",,,,,0.00,,,,,,
Unresolved Namespace,"FileWatcherEx",,,,,0.00,,,,,,
File,"FilesEnumeratedEventArgs.cs",1,39,11,21,1.91,1,,0,,1,
Unknown Method,"FillEllipse",,,,,0.00,,,,,,
Unknown Method,"FillPath",,,,,0.00,,,,,,
Unknown Method,"FillPolygon",,,,,0.00,,,,,,
Unknown Method,"FillRectangle",,,,,0.00,,,,,,
Unknown Method,"Find",,,,,0.00,,,,,,
Unknown Method,"FindFiles",,,,,0.00,,,,,,
Unknown Method,"FindForm",,,,,0.00,,,,,,
Unknown Method,"FindIndex",,,,,0.00,,,,,,
Unknown Method,"FindMenuItem",,,,,0.00,,,,,,
Unknown Method,"FirstOrDefault",,,,,0.00,,,,,,
Unknown Method,"FixGeneralIssues",,,,,0.00,,,,,,
Unknown Class,"FlagsAttribute",,,,,0.00,,,,,,
Unknown Class,"FlatStyle",,,,,0.00,,,,,,
Unknown Method,"Flip",,,,,0.00,,,,,,
Unknown Method,"FlipRotate",,,,,0.00,,,,,,
Unknown Method,"Floor",,,,,0.00,,,,,,
Unknown Method,"Flop",,,,,0.00,,,,,,
Unknown Class,"FlowLayoutPanel",,,,,0.00,,,,,,
Unknown Method,"FlushAsync",,,,,0.00,,,,,,
Unknown Method,"Focus",,,,,0.00,,,,,,
Unknown Class,"FolderBrowserDialog",,,,,0.00,,,,,,
Unknown Class,"Font",,,,,0.00,,,,,,
Unknown Method,"For",,,,,0.00,,,,,,
Unknown Method,"ForAsync",,,,,0.00,,,,,,
Unknown Method,"ForEach",,,,,0.00,,,,,,
Unknown Method,"ForEachAsync",,,,,0.00,,,,,,
Unknown Class,"Form",,,,,0.00,,,,,,
Unknown Class,"FormClosedEventArgs",,,,,0.00,,,,,,
Unknown Class,"FormClosingEventArgs",,,,,0.00,,,,,,
File,"FormIconApi.cs",1,40,12,20,1.67,1,,0,,1,
Unknown Class,"FormWindowState",,,,,0.00,,,,,,
Unknown Method,"Format",,,,,0.00,,,,,,
File,"Format.cs",2,178,96,49,0.51,22,,1,,6,
Unknown Class,"FormatException",,,,,0.00,,,,,,
Unknown Class,"FrameEventArgs",,,,,0.00,,,,,,
Unknown Method,"Free",,,,,0.00,,,,,,
File,"FrmAbout.Designer.cs",2,58,35,17,0.49,3,,1,,2,
File,"FrmAbout.cs",3,115,74,18,0.24,14,,2,,7,
File,"FrmAbout.html",1,213,1,0,0.00,1,,0,,1,1
File,"FrmAbout.ts",1,42,31,0,0.00,7,,0,,2,1
File,"FrmColorPicker.Designer.cs",2,516,416,92,0.22,3,,1,,2,
File,"FrmColorPicker.cs",2,325,206,31,0.15,43,,1,,6,
File,"FrmColorPickerSettings.Designer.cs",2,161,122,32,0.26,3,,1,,2,
File,"FrmColorPickerSettings.cs",1,142,77,19,0.25,13,,1,,2,
File,"FrmCrop.Designer.cs",2,433,348,77,0.22,3,,1,,2,
File,"FrmCrop.cs",2,727,508,47,0.09,77,,3,,6,
File,"FrmCropSettings.Designer.cs",2,250,196,47,0.24,3,,1,,2,
File,"FrmCropSettings.cs",2,228,142,20,0.14,21,,2,,6,
File,"FrmExportFrames.Designer.cs",2,110,80,23,0.29,3,,1,,2,
File,"FrmExportFrames.cs",1,196,103,35,0.34,21,,1,,2,
File,"FrmHotkeyPicker.Designer.cs",2,104,74,23,0.31,3,,1,,2,
File,"FrmHotkeyPicker.cs",1,116,55,24,0.44,10,,1,,2,
File,"FrmMain.Configs.cs",4,1354,882,178,0.20,150,,4,,22,
File,"FrmMain.Designer.cs",2,1382,955,419,0.44,3,,1,,2,
File,"FrmMain.FileWatcher.cs",3,359,209,73,0.35,43,,3,,9,
File,"FrmMain.IGMethods.cs",3,3510,2232,561,0.25,398,,3,,14,
File,"FrmMain.PicMainEvents.cs",4,442,317,46,0.15,64,,3,,13,
File,"FrmMain.Theme.cs",2,133,70,28,0.40,6,,1,,4,
File,"FrmMain.cs",2,2469,1692,256,0.15,340,,6,,41,
File,"FrmQuickSetup.Designer.cs",2,56,33,17,0.52,3,,1,,2,
File,"FrmQuickSetup.cs",3,247,152,31,0.20,31,,1,,12,
File,"FrmQuickSetup.html",1,111,1,0,0.00,1,,0,,1,1
File,"FrmQuickSetup.ts",1,129,87,10,0.11,21,,1,,2,1
File,"FrmResize.Designer.cs",2,330,260,62,0.24,3,,1,,2,
File,"FrmResize.cs",2,474,297,50,0.17,62,,2,,11,
File,"FrmSettings.Designer.cs",2,62,38,17,0.45,3,,1,,2,
File,"FrmSettings.cs",3,606,422,59,0.14,80,,4,,39,
File,"FrmSettings.html",0,1138,0,50,0.00,0,,0,,0,0
File,"FrmSettings.ts",0,102,96,0,0.00,0,,0,,0,0
File,"FrmSettings.ts",2,68,59,2,0.03,2,,1,,2,2
File,"FrmSlideshow.Designer.cs",2,431,302,122,0.40,3,,1,,2,
File,"FrmSlideshow.cs",3,2256,1510,263,0.17,265,,3,,34,
File,"FrmToolNotFound.Designer.cs",2,179,137,35,0.26,3,,1,,2,
File,"FrmToolNotFound.cs",2,185,103,24,0.23,22,,1,,3,
File,"FrmUpdate.Designer.cs",2,58,35,17,0.49,3,,1,,2,
File,"FrmUpdate.cs",4,249,166,29,0.17,37,,2,,13,
File,"FrmUpdate.html",0,77,0,0,0.00,0,,0,,0,0
File,"FrmUpdate.ts",1,29,20,0,0.00,3,,0,,1,1
Unknown Method,"FromAbi",,,,,0.00,,,,,,
Unknown Method,"FromAhsl",,,,,0.00,,,,,,
Unknown Method,"FromArgb",,,,,0.00,,,,,,
Unknown Method,"FromBase64String",,,,,0.00,,,,,,
Unknown Method,"FromColor",,,,,0.00,,,,,,
Unknown Method,"FromControl",,,,,0.00,,,,,,
Unknown Method,"FromCulture",,,,,0.00,,,,,,
Unknown Method,"FromDays",,,,,0.00,,,,,,
Unknown Method,"FromFileExtension",,,,,0.00,,,,,,
Unknown Method,"FromFileTimeUtc",,,,,0.00,,,,,,
Unknown Method,"FromHBitmap",,,,,0.00,,,,,,
Unknown Method,"FromHandle",,,,,0.00,,,,,,
Unknown Method,"FromHbitmap",,,,,0.00,,,,,,
Unknown Method,"FromHwnd",,,,,0.00,,,,,,
Unknown Method,"FromImage",,,,,0.00,,,,,,
Unknown Method,"FromMemory",,,,,0.00,,,,,,
Unknown Method,"FromMilliseconds",,,,,0.00,,,,,,
Unknown Method,"FromPoint",,,,,0.00,,,,,,
